feedback coefficients,min-entropy,Lyapunov exponent,"number of 
different states"
"11100011000001	",0.534162,0.081937,7065
"10111001100000	",0.590142,0.092843,5749
"11011001001000	",0.545567,0.073069,7327
"10001010101010	",0.692051,0.065969,2050
"11111000001000	",0.54288,0.085079,7338
"11000110010100	",0.455651,0.055585,6352
"11010011100000	",0.516414,0.097999,7441
"10011000001110	",0.584427,0.101236,3602
"10001100101100	",0.43739,0.083467,1954
"11010100000011	",0.646842,0.087911,7461
"10101000101010	",0.642139,0.09192,5616
"11011010000100	",0.524874,0.069231,6956
"11000110001001	",0.507534,0.087336,7459
"11010100001100	",0.441146,0.092365,6540
"11000001000111	",0.638258,0.080199,7249
"10011011010000	",0.515418,0.084379,3631
"11001001101000	",0.563881,0.081706,7090
"10001100101001	",0.554021,0.075451,2066
"10011100100100	",0.43722,0.074614,3427
"10101110001000	",0.684323,0.106532,5556
"10100100010011	",0.583251,0.064225,5687
"11000110001010	",0.668358,0.089379,7346
"10100110010100	",0.469529,0.082535,4813
"10010011001100	",0.440256,0.103469,3182
"10001011000011	",0.554813,0.068829,2073
"10001011100010	",0.612305,0.079548,2049
"10010101001010	",0.6214,0.081681,3688
"11000010010101	",0.562721,0.089129,7140
"10001011010100	",0.488259,0.066281,1944
"10011101100000	",0.693744,0.050721,3699
"11001101001000	",0.663283,0.079098,7290
"10000111100001	",0.587615,0.066541,1046
"10000001110101	",0.541763,0.075615,290
"10010101110000	",0.547106,0.087109,3613
"10101011000001	",0.638847,0.082833,5514
"11011000101000	",0.505764,0.079907,7354
"10010011100001	",0.572637,0.069151,3716
"11100011000100	",0.477012,0.04581,7011
"11101001010000	",0.599455,0.089413,7196
"10001000011101	",0.645422,0.083954,2054
"10010011011000	",0.581063,0.100726,3653
"11010000101100	",0.439837,0.068342,6677
"10110000110100	",0.503025,0.054505,5339
"11100001010010	",0.63383,0.055766,7232
"10101000110100	",0.438941,0.093311,4746
"10101100001010	",0.528438,0.086386,5737
"11000000100111	",0.585533,0.095727,7216
"10000111001010	",0.572672,0.090737,1050
"10001100111000	",0.714097,0.074787,2036
"11000100100110	",0.530066,0.081201,7254
"10111010100000	",0.625346,0.076441,5695
"10011000101010	",0.556223,0.098443,3721
"10111110000000	",0.592885,0.077839,5586
"10110111000000	",0.519977,0.093,5506
"10110001101000	",0.539034,0.08272,5624
"10001100001101	",0.625007,0.099502,2043
"10001101001010	",0.644177,0.071012,2054
"10111000010100	",0.435891,0.061013,5245
"10010101001001	",0.648881,0.099819,3698
"11011100100000	",0.711598,0.088377,7435
"10001111100000	",0.715693,0.096406,2047
"10100001101001	",0.564105,0.082748,5531
"10101010100100	",0.403567,0.074393,4640
"11010100001010	",0.550916,0.098026,7482
"11000001110010	",0.726073,0.057967,7331
"11010100011000	",0.66731,0.095517,7305
"10100111100000	",0.665771,0.095117,5692
"10101000110001	",0.664611,0.075726,5606
"10000111010010	",0.587532,0.060635,1042
"10010000110011	",0.624108,0.092521,3728
"10100100110010	",0.553296,0.075978,5640
"10011100010100	",0.488598,0.085253,3455
"11010100000110	",0.647205,0.103242,7328
"10011001010100	",0.407054,0.098495,3468
"11000101001001	",0.703883,0.108392,7440
"11001010001001	",0.579426,0.081815,7358
"10101100000110	",0.603172,0.102005,5568
"11010000000111	",0.643584,0.055672,7270
"10001010010011	",0.537493,0.081372,2060
"11001000010101	",0.518635,0.090785,7230
"10000101101010	",0.525952,0.097094,1053
"11100000001101	",0.66851,0.090306,6771
"10010100110010	",0.636892,0.068314,3720
"11000010101010	",0.688465,0.091884,7275
"11000000110011	",0.590753,0.035828,7354
"10100100000111	",0.589616,0.085622,5619
"10100101001001	",0.613987,0.0652,5755
"10001001011010	",0.625267,0.067316,2046
"11101100100000	",0.554009,0.08161,7401
"11010100001001	",0.575949,0.078355,7526
"10010111000100	",0.471041,0.097624,3440
"10001010110001	",0.603602,0.046668,2066
"10110000010011	",0.566694,0.073455,5649
"11101000010100	",0.441572,0.079326,6895
"10101110010000	",0.533827,0.088898,5505
"10001010001110	",0.724652,0.093805,2032
"10001000101011	",0.586418,0.044177,2081
"11100110000001	",0.596806,0.101097,7254
"11000100011001	",0.535344,0.069825,7395
"11100000100011	",0.60354,0.103185,7148
"10000110110100	",0.43471,0.093402,1024
"11001100001001	",0.675416,0.102715,7453
"10001111010000	",0.515001,0.062276,2019
"11110100000010	",0.647146,0.08473,7402
"11110000000110	",0.569652,0.075934,7315
"10000110010011	",0.683913,0.08105,1066
"11100001010100	",0.41704,0.075348,6791
"11000010111000	",0.652936,0.103046,7017
"10011000110100	",0.438963,0.087661,3475
"10000111001001	",0.530578,0.074963,1080
"10011100001010	",0.642649,0.091228,3723
"11101100000010	",0.555511,0.077066,7425
"10000101100110	",0.713907,0.099063,1042
"10000100100111	",0.636876,0.047702,1066
"10001010011001	",0.547827,0.0424,2082
"10000101110100	",0.438495,0.064586,1026
"11100010000101	",0.577173,0.08142,7045
"10100101001100	",0.443681,0.061699,4763
"10010001011100	",0.443564,0.100167,3087
"10001011011000	",0.557764,0.059251,2029
"10000001011110	",0.638487,0.081836,279
"10100000110011	",0.506014,0.073289,5493
"10010010110001	",0.684633,0.099011,3698
"10110100001001	",0.730079,0.073359,5723
"10100100111000	",0.533312,0.091404,5530
"10001001011100	",0.472861,0.085749,1885
"11001011010000	",0.54084,0.090729,7157
"10001101110000	",0.517336,0.075546,2030
"10011100001100	",0.416522,0.093798,3431
"10010011001001	",0.550018,0.039493,3684
"10000001101011	",0.549148,0.084176,319
"10000100111001	",0.698445,0.093948,1084
"10000001001111	",0.65851,0.051512,298
"10001101000011	",0.610504,0.054828,2053
"11001010001100	",0.405887,0.056645,6123
"11000000011011	",0.516186,0.074441,7402
"11010110010000	",0.540415,0.083607,7269
"10000101010101	",0.585334,0.034447,1057
"10001110101000	",0.514352,0.082353,2033
"10011010000011	",0.605639,0.095183,3740
"11010000001110	",0.580266,0.077692,7307
"10001110000101	",0.567748,0.099566,2039
"11101010000010	",0.604135,0.087011,7458
"10110101010000	",0.514417,0.088999,5553
"10011001000011	",0.586654,0.07815,3659
"10001000010111	",0.610882,0.05935,2050
"11110010000100	",0.45484,0.085196,7084
"10110101001000	",0.608672,0.056295,5643
"11000001010101	",0.519592,0.074542,7091
"11010001010010	",0.630277,0.086938,7341
"10010111001000	",0.53512,0.103283,3660
"11011100010000	",0.536223,0.091942,7269
"10100010110010	",0.670319,0.082626,5624
"10001101100100	",0.426627,0.090374,1958
"10111100000100	",0.462733,0.080317,5317
"10010011001010	",0.592756,0.057423,3707
"11100001100100	",0.416385,0.074832,6705
"10001101010010	",0.529244,0.081476,2042
"11011011000000	",0.535459,0.085343,7094
"10100011001100	",0.476829,0.077369,4501
"10001111000010	",0.547871,0.042084,2039
"10010000100111	",0.610223,0.096124,3662
"10101110000010	",0.582074,0.093589,5686
"11110010100000	",0.689044,0.096739,7369
"10001001101001	",0.677399,0.058931,2061
"11111000010000	",0.516453,0.097239,7352
"10011000010011	",0.537318,0.071521,3705
"10100000111001	",0.672912,0.066652,5592
"11000100101100	",0.404236,0.053389,6102
"10100001100110	",0.629349,0.060084,5324
"11010000010110	",0.580441,0.074663,7271
"11000111000010	",0.510426,0.10862,7305
"11000100110001	",0.611423,0.104325,7429
"10100110101000	",0.556475,0.093144,5540
"10000101001011	",0.624801,0.100326,1068
"10000001110011	",0.656779,0.058698,284
"10001001001110	",0.60157,0.100899,1994
"10001110000011	",0.502345,0.097379,2054
"11000111001000	",0.52528,0.089686,7138
"11010000110100	",0.424086,0.084809,6772
"10110100101000	",0.579685,0.084394,5665
"11100001100001	",0.585377,0.058319,7145
"11001000110010	",0.577797,0.089795,7458
"10001011000110	",0.599274,0.067707,2019
"11100010110000	",0.538658,0.076279,7165
"10000011010101	",0.696339,0.061062,548
"10000101000111	",0.620334,0.08133,1060
"11000000010111	",0.597698,0.090074,7320
"11100110100000	",0.621083,0.064289,7373
"10000011100110	",0.614576,0.070527,535
"11011000110000	",0.570643,0.077945,7273
"10001100001110	",0.558808,0.069149,2054
"11000000110110	",0.662142,0.092824,7094
"10001010001011	",0.514098,0.091263,2083
"11001101000010	",0.518311,0.048263,7374
"11000100110010	",0.551372,0.047486,7397
"11101010001000	",0.557372,0.085786,7356
"10111100001000	",0.565336,0.070358,5633
"10010001001011	",0.531572,0.082781,3692
"10101000011001	",0.544195,0.063788,5661
"10010001001101	",0.594561,0.096234,3528
"10101001100100	",0.416547,0.084685,4580
"10100000010111	",0.57009,0.100253,5434
"10101010010001	",0.563833,0.089109,5615
"10011100110000	",0.574904,0.090549,3651
"10110001100001	",0.573751,0.089817,5679
"10010011010100	",0.454722,0.097132,3287
"11110100000001	",0.551573,0.100505,7408
"10101101100000	",0.661943,0.0651,5670
"11000011100010	",0.581915,0.080841,7333
"10010011101000	",0.601792,0.072338,3639
"10100010011010	",0.589473,0.095995,5554
"10100101100100	",0.421345,0.092004,4784
"11001000100011	",0.607516,0.096771,7477
"10000011000111	",0.553439,0.074148,558
"10010000110110	",0.544532,0.077116,3590
"10100010100101	",0.578942,0.071998,5417
"10100100110001	",0.65947,0.090977,5659
"10001100110010	",0.502446,0.077011,2048
"10110101000010	",0.631291,0.11001,5694
"10101001001010	",0.599361,0.074445,5621
"11010101010000	",0.51852,0.033824,7302
"11000011110000	",0.555215,0.091466,6867
"11000100010101	",0.579958,0.031989,7235
"11000110000011	",0.661532,0.086448,7316
"10010011000101	",0.591146,0.067182,3542
"10001011101000	",0.558284,0.057877,2025
"10010010110010	",0.568657,0.057703,3688
"11000110000101	",0.567943,0.091255,7294
"11001000001011	",0.677399,0.07517,7398
"11110000001010	",0.533852,0.06742,7395
"10011010000101	",0.641744,0.080646,3608
"10101100000101	",0.532515,0.072296,5591
"10010100001101	",0.617748,0.08756,3532
"11110001001000	",0.593883,0.106392,7314
"11000101010001	",0.58939,0.060113,7370
"11010110000001	",0.561181,0.091776,7314
"11001001010100	",0.465272,0.089963,6400
"11001110100000	",0.605987,0.085609,7393
"11001100100100	",0.419062,0.064302,6364
"11100000100110	",0.565824,0.092165,7051
"10101010101000	",0.608508,0.073213,5441
"10000011110100	",0.484821,0.08724,526
"11011000011000	",0.657034,0.080312,7375
"10100000101110	",0.666429,0.100374,5298
"11011110000000	",0.553594,0.076935,7164
"10010011010010	",0.608414,0.101268,3649
"10001101001100	",0.433026,0.070775,1964
"11110011000000	",0.534153,0.077425,7187
"10010101010001	",0.630324,0.063765,3651
"11000011101000	",0.529464,0.076826,7095
"10111000101000	",0.528217,0.073212,5663
"11010010000101	",0.575682,0.104436,7187
"10110101000100	",0.465309,0.084505,5315
"11100001110000	",0.534214,0.085307,7146
"10010110001010	",0.649731,0.099849,3671
"10010010000111	",0.613763,0.097745,3667
"11001110000100	",0.431528,0.089519,6684
"10000111100010	",0.567819,0.090721,1036
"10101001010100	",0.458834,0.080497,4776
"11010000110001	",0.602918,0.071493,7322
"11100000011001	",0.566782,0.092241,7164
"11101100000100	",0.454475,0.086153,7021
"10100000101011	",0.685102,0.086036,5474
"10001011001010	",0.539709,0.062082,2038
"11000100100011	",0.588559,0.082216,7473
"10000010010111	",0.664559,0.078471,559
"10010001110100	",0.446903,0.054989,3252
"10001101100001	",0.721705,0.045849,2062
"10110000111000	",0.552185,0.080483,5631
"11001101100000	",0.615906,0.097985,7346
"10100100100011	",0.52166,0.092256,5633
"10000010011110	",0.699448,0.078912,540
"10011000111000	",0.546232,0.099561,3711
"11010101001000	",0.511834,0.100611,7250
"10100001100011	",0.648092,0.064699,5545
"11100000101100	",0.419905,0.081068,6752
"10011001001010	",0.589811,0.10401,3691
"10001001110100	",0.447804,0.083949,1917
"11000101101000	",0.652415,0.089667,7157
"10110001010001	",0.554234,0.043268,5621
"11110000101000	",0.622305,0.088716,7314
"11110000110000	",0.586832,0.094357,7234
"10101001000011	",0.518534,0.073933,5638
"10001000110101	",0.663193,0.087915,2036
"10010110001100	",0.409102,0.07052,3303
"11110001010000	",0.563697,0.08181,7296
"10000101100011	",0.512419,0.088372,1057
"10100110100001	",0.708103,0.054775,5668
"11100001001100	",0.434102,0.083341,6700
"10110100110000	",0.552112,0.084239,5592
"10001110011000	",0.530156,0.046481,2048
"11001011001000	",0.58911,0.096631,7205
"10100001110001	",0.540306,0.068493,5556
"10100001111000	",0.56659,0.084211,5352
"10001110001010	",0.667612,0.0764,2048
"10110101100000	",0.564266,0.094953,5723
"11110001000100	",0.45316,0.093881,7002
"10101000100101	",0.675056,0.085668,5431
"10000110111000	",0.560219,0.039219,1037
"10011000110001	",0.684387,0.079847,3684
"10100101100010	",0.627524,0.04242,5652
"11100101001000	",0.529639,0.112118,7349
"11101000011000	",0.558962,0.114287,7380
"11000101000101	",0.707735,0.073827,7231
"11000001011010	",0.613268,0.076982,7288
"11101100001000	",0.573751,0.084004,7323
"11000001110001	",0.570509,0.06469,7263
"11101011000000	",0.44517,0.080348,7125
"10000110011010	",0.591682,0.070576,1040
"10000101011010	",0.574138,0.054523,1038
"10001011001100	",0.420979,0.016622,1947
"11000000001111	",0.589961,0.090405,7130
"10000101001110	",0.595326,0.093858,1041
"10100001011010	",0.582688,0.089717,5511
"10000011001011	",0.549873,0.063912,566
"11000011010001	",0.539889,0.056957,7299
"11010001000110	",0.548922,0.089993,7272
"11110000010010	",0.56567,0.073966,7365
"10010001111000	",0.555461,0.095102,3645
"11001001011000	",0.573515,0.084156,7187
"10110000010101	",0.688465,0.0557,5395
"10101010100010	",0.548749,0.053463,5699
"10111000001100	",0.449387,0.08556,5181
"11001010010100	",0.487272,0.094675,6453
"11001010100100	",0.416115,0.098177,6181
"10101010001010	",0.566446,0.111296,5671
"11000111100000	",0.544314,0.073521,7412
"10000110001011	",0.690251,0.061227,1073
"10010101101000	",0.489235,0.072825,3604
"11000110010010	",0.551026,0.109486,7399
"10101110000100	",0.462769,0.068982,5069
"10001010010110	",0.658084,0.078723,2037
"11000001101001	",0.57319,0.096366,7330
"11100100000101	",0.680251,0.054442,7209
"11100010100001	",0.552657,0.10339,7235
"10101010001100	",0.419827,0.078757,4722
"10110010000011	",0.538184,0.058547,5731
"10110100001010	",0.596402,0.099535,5758
"11010100010100	",0.465656,0.08473,6715
"10001110010001	",0.536558,0.088641,2060
"10011000000111	",0.521417,0.06902,3655
"10001001111000	",0.651686,0.100634,2040
"10000100001111	",0.598097,0.077387,1069
"10010110100001	",0.644495,0.057769,3713
"10011010001100	",0.398946,0.104941,3429
"10001111000001	",0.626962,0.09392,2051
"10000110100110	",0.539897,0.074349,1046
"11001001010001	",0.553418,0.056746,7292
"10000110101001	",0.651636,0.079731,1090
"10001001011001	",0.584229,0.035103,2083
"11010001001010	",0.663111,0.083601,7395
"11000001001110	",0.666315,0.053527,7056
"11100000100101	",0.609508,0.075882,6972
"10000100111100	",0.419133,0.079631,1018
"10101010000101	",0.55471,0.060343,5464
"10110010010001	",0.593292,0.094326,5618
"10010111000010	",0.60953,0.056994,3650
"10101011001000	",0.644197,0.075567,5488
"11001001001100	",0.409344,0.092043,6139
"10111000001010	",0.687453,0.086061,5770
"10101100011000	",0.683147,0.102959,5556
"11000100101001	",0.546448,0.093854,7388
"10001110100001	",0.611754,0.085968,2072
"10010101100100	",0.418923,0.10443,3272
"10100000011101	",0.591789,0.042216,5267
"11100000000111	",0.543979,0.089862,7036
"10001001010110	",0.532042,0.09266,2015
"10110000010110	",0.594091,0.033227,5652
"10010101100001	",0.556681,0.079945,3671
"11001011100000	",0.510986,0.106074,7339
"10100011100010	",0.546385,0.079071,5593
"11001001000011	",0.613382,0.066508,7291
"10110100001100	",0.411943,0.073498,5217
"11000001100110	",0.610531,0.084686,7154
"11101000000101	",0.712344,0.048291,7213
"10000111001100	",0.432957,0.090038,1026
"10001011100100	",0.404456,0.059377,1931
"10100010110100	",0.484691,0.070334,4583
"11001010011000	",0.660725,0.039834,7175
"10000100011101	",0.678546,0.095796,1065
"11000011010010	",0.642064,0.074165,7273
"10111000001001	",0.553334,0.074988,5686
"10000001100111	",0.705995,0.051109,291
"11001111000000	",0.502616,0.079511,6978
"11010010010001	",0.563709,0.090284,7368
"11101010010000	",0.640129,0.069408,7357
"10000000111101	",0.533476,0.044961,178
"11100100101000	",0.543012,0.083886,7311
"10100010011001	",0.524064,0.090387,5595
"11001100001010	",0.640639,0.051019,7446
"10000001111001	",0.533769,0.065698,308
"10111010000001	",0.579528,0.094763,5618
"11011000100010	",0.672651,0.075906,7439
"10110100010100	",0.48095,0.099708,5261
"10110000110010	",0.617189,0.072882,5694
"11001110000001	",0.544447,0.075979,7281
"10100010000111	",0.598237,0.078724,5429
"11110000100100	",0.446836,0.10973,6915
"10011000101100	",0.393339,0.088543,3371
"11000100101010	",0.60202,0.107153,7416
"11000100010011	",0.603886,0.066449,7391
"11011000010100	",0.467108,0.079998,6894
"11010011000100	",0.43526,0.106088,6842
"10110000100101	",0.527392,0.033046,5476
"10001010100011	",0.573643,0.058407,2070
"10100010111000	",0.550719,0.092693,5432
"10111001000100	",0.458238,0.063416,5343
"10010100010101	",0.713685,0.101497,3592
"11100100001010	",0.611107,0.102894,7394
"10010101000011	",0.536457,0.074484,3666
"10100101010010	",0.642735,0.057448,5620
"11001001001010	",0.588948,0.081781,7371
"10101001010001	",0.638746,0.080156,5555
"11100001101000	",0.571559,0.112945,7140
"10010110001001	",0.62049,0.107439,3726
"11001001000110	",0.568188,0.061813,7197
"10100001010101	",0.577748,0.072427,5262
"11010001110000	",0.562031,0.075372,7178
"10101000111000	",0.607476,0.082902,5439
"11001100100001	",0.718825,0.099385,7448
"10100001010011	",0.699448,0.083633,5444
"10110110001000	",0.542126,0.092466,5667
"10001011010001	",0.612373,0.069698,2051
"10100100011100	",0.420913,0.082167,4635
"10111000100010	",0.559889,0.050447,5707
"11110010000010	",0.699448,0.089854,7387
"11100010011000	",0.534669,0.111761,7187
"10010001100110	",0.568919,0.054574,3589
"10110011100000	",0.733294,0.098983,5712
"11101010000100	",0.502648,0.090975,7000
"10110010010010	",0.581089,0.047647,5689
"11011001010000	",0.615542,0.081386,7219
"10110101000001	",0.671791,0.075606,5582
"10010011000110	",0.560687,0.070935,3627
"10111000010001	",0.58392,0.071096,5664
"11000011011000	",0.554406,0.094604,7009
"10101111000000	",0.629364,0.050551,5347
"11001000111000	",0.555832,0.090865,7181
"10001101000110	",0.609941,0.078676,2041
"11100001000101	",0.578371,0.080769,6934
"10010000011101	",0.598818,0.079187,3559
"10010001010110	",0.562276,0.0927,3609
"10011010100100	",0.4102,0.079014,3397
"11010011000001	",0.530313,0.092315,7187
"10100101010100	",0.441295,0.052488,4821
"11000001011100	",0.41919,0.09489,5473
"10111100000001	",0.677238,0.0737,5731
"11001001110000	",0.527123,0.100942,6962
"10100000001111	",0.595907,0.092085,5320
"10000111000011	",0.550445,0.083755,1060
"10010000111100	",0.409473,0.101037,3121
"10110010100010	",0.582444,0.063663,5708
"10000010110110	",0.531445,0.084726,534
"10000000101111	",0.582518,0.027133,164
"10000001111010	",0.610191,0.053568,268
"10010011000011	",0.627453,0.08687,3634
"11101000010010	",0.736499,0.08746,7404
"11110001000010	",0.696821,0.092884,7291
"10110011000100	",0.483112,0.085766,5311
"10000110101100	",0.451648,0.091315,1024
"11110000011000	",0.545016,0.080169,7318
"10010001001110	",0.548077,0.069302,3561
"10110100000011	",0.620108,0.069186,5745
"10001111001000	",0.57471,0.094554,2022
"11000011000101	",0.553404,0.091168,7186
"10000010011011	",0.654172,0.078541,570
"11000110101000	",0.549312,0.049627,7226
"10001010101001	",0.535923,0.095131,2083
"10000111011000	",0.576067,0.068906,1037
"11010000010011	",0.483194,0.083891,7484
"10010100101001	",0.558395,0.091706,3692
"10111011000000	",0.499164,0.096771,5509
"10010101001100	",0.425267,0.071884,3252
"10100000111100	",0.390166,0.077422,4043
"10001110100010	",0.574074,0.093565,2051
"11000100110100	",0.418489,0.103736,6336
"11001100010010	",0.587754,0.079094,7466
"11100000101010	",0.553382,0.105996,7116
"10011100000011	",0.645593,0.086466,3709
"11000010000111	",0.578485,0.048018,7244
"10000011001110	",0.578002,0.027617,524
"10000101101001	",0.616774,0.059574,1084
"10001101010001	",0.54416,0.076133,2058
"10110110100000	",0.631893,0.103522,5721
"10010010101010	",0.77416,0.092381,3718
"10011100001001	",0.560472,0.086206,3771
"10011000011010	",0.627259,0.091234,3746
"11100100010001	",0.557531,0.062772,7261
"11010101000001	",0.597519,0.07568,7241
"11100001001001	",0.556257,0.071896,7210
"10000110010101	",0.58379,0.085088,1061
"11010000101010	",0.594963,0.07639,7373
"10011010010001	",0.601869,0.075874,3715
"10001100101010	",0.581034,0.076807,2054
"10111101000000	",0.511914,0.071542,5599
"10010101011000	",0.558689,0.075968,3694
"11001010001010	",0.599853,0.066068,7337
"11000001101010	",0.585093,0.112825,7381
"10001100010110	",0.729651,0.080804,2050
"10101100010010	",0.608846,0.065523,5659
"11001001001001	",0.563158,0.077736,7349
"10101001000110	",0.564785,0.074211,5522
"10100010010110	",0.580373,0.060405,5397
"10000101010011	",0.719096,0.096692,1057
"10000101011001	",0.593316,0.062245,1082
"10100110010001	",0.625338,0.078815,5636
"11100011001000	",0.569092,0.097722,7261
"10100110100010	",0.564628,0.076161,5681
"11111000000010	",0.562633,0.054312,7436
"10110010011000	",0.627683,0.067803,5636
"10011100000110	",0.62364,0.089141,3718
"11010000100011	",0.631348,0.066986,7389
"10001101011000	",0.624155,0.06685,2039
"11100001000011	",0.533621,0.059315,7137
"10101101000100	",0.467749,0.086222,5112
"11100001100010	",0.565258,0.077821,7235
"10100011010100	",0.442078,0.074429,4621
"11010100000101	",0.521981,0.082949,7246
"11010010011000	",0.516012,0.082066,7307
"10010011110000	",0.517666,0.055348,3559
"10100010001011	",0.56985,0.068708,5561
"11101000100001	",0.631474,0.087439,7384
"11011010010000	",0.618021,0.046355,7216
"10010000001111	",0.58664,0.08942,3593
"10110100100100	",0.417366,0.076671,5195
"10110100100001	",0.614012,0.062659,5686
"11010010101000	",0.54368,0.112112,7316
"10010001110010	",0.580155,0.111926,3689
"11000001101100	",0.458677,0.100485,5754
"10010010110100	",0.50697,0.100374,3300
"10110000100011	",0.569963,0.091691,5717
"10000010111010	",0.544799,0.081464,532
"11000011100001	",0.626389,0.078549,7366
"11111000000001	",0.654781,0.024291,7450
"10100100100110	",0.552943,0.060514,5363
"11110001100000	",0.571611,0.082082,7356
"10110000110001	",0.667461,0.090831,5637
"10010110101000	",0.574717,0.065827,3664
"11110110000000	",0.663862,0.088701,7246
"10100011000110	",0.518356,0.072034,5440
"10101000001110	",0.56253,0.083428,5486
"10010010001011	",0.638237,0.060449,3738
"10010111010000	",0.502512,0.107397,3611
"10000010011101	",0.534652,0.036689,558
"11000000111100	",0.421251,0.075946,5534
"10111000100001	",0.646716,0.071956,5704
"10010100101010	",0.553628,0.080228,3723
"11010010010010	",0.587426,0.079279,7321
"11000101100100	",0.420442,0.062815,6160
"10001100100110	",0.612908,0.092698,2033
"10000001111100	",0.410757,0.077036,270
"11000010100110	",0.602265,0.088827,7188
"10010000101011	",0.63205,0.088732,3702
"11100110010000	",0.518594,0.098535,7244
"11010001010100	",0.449353,0.08795,6704
"10000100101110	",0.582779,0.042652,1038
"10000111000101	",0.694889,0.107949,1057
"10001100110100	",0.417006,0.088029,1970
"11010000100101	",0.6072,0.09328,7191
"10111000000101	",0.590723,0.089207,5533
"11001001100100	",0.43268,0.081006,6119
"10101100100001	",0.549613,0.086534,5740
"10011000100101	",0.498953,0.09328,3600
"10000010001111	",0.5935,0.065161,567
"10001110000110	",0.538686,0.076924,2041
"10011001010010	",0.520327,0.08969,3678
"10110000000111	",0.696339,0.03059,5618
"11110000100010	",0.521899,0.091038,7363
"10000100111010	",0.560086,0.091165,1043
"11011000001010	",0.563969,0.073004,7424
"10011000100110	",0.551946,0.066764,3621
"10100011100001	",0.612864,0.089873,5645
"10101001100001	",0.51649,0.090114,5652
"10010010010101	",0.57273,0.084824,3580
"11000101000011	",0.618061,0.08561,7317
"10010010011010	",0.561816,0.108567,3724
"10011100010001	",0.579102,0.100604,3687
"11011010001000	",0.524528,0.083041,7354
"10100011010010	",0.693274,0.076059,5537
"11000001110100	",0.44782,0.061646,5949
"10111100000010	",0.571317,0.076365,5736
"10010100011010	",0.655777,0.087432,3723
"11000110001100	",0.422177,0.065766,6190
"10001110001001	",0.5659,0.066002,2087
"10000011101010	",0.643712,0.082336,533
"10001101100010	",0.592345,0.075222,2048
"11101001100000	",0.634278,0.075511,7383
"10001010101100	",0.451085,0.073882,1917
"11000100001101	",0.680561,0.096945,7174
"10100000011110	",0.615673,0.092708,5252
"10101010100001	",0.598816,0.070403,5619
"11010010000011	",0.540479,0.084849,7451
"11001000011100	",0.441091,0.100057,6061
"11100000110010	",0.540829,0.10547,7223
"11000011000110	",0.587386,0.081374,7200
"10010110000011	",0.724652,0.069869,3712
"10011011001000	",0.701326,0.096037,3680
"10100101000101	",0.56139,0.031868,5518
"10011000101001	",0.62621,0.108453,3727
"10001000011011	",0.571469,0.081215,2072
"10101100010001	",0.590797,0.083572,5678
"10100001101100	",0.460902,0.049029,4323
"11110000001001	",0.606287,0.096946,7355
"10111010000010	",0.707101,0.088266,5686
"10001000101101	",0.555415,0.070213,2037
"10010001101100	",0.388644,0.092825,3129
"10011001001100	",0.414032,0.095695,3386
"11100001011000	",0.651636,0.099066,7160
"10010100100011	",0.560593,0.085378,3717
"10101010011000	",0.606024,0.092947,5451
"11001100011000	",0.620584,0.075846,7333
"11000100100101	",0.585855,0.08666,7221
"10110100100010	",0.592911,0.07874,5757
"10010000011110	",0.708186,0.088994,3599
"11101001001000	",0.50057,0.106028,7361
"10000100011110	",0.533216,0.080135,1038
"11010001100100	",0.395711,0.065614,6540
"11100000101001	",0.559004,0.07288,7099
"11000101001100	",0.405531,0.030782,6088
"11100000110001	",0.682959,0.083321,7163
"11101001000100	",0.493786,0.071888,7036
"10101010110000	",0.55815,0.100732,5283
"10001011001001	",0.671258,0.087997,2086
"10001000011110	",0.623239,0.087781,2026
"10111001000001	",0.581584,0.067005,5530
"10110001001001	",0.642488,0.07156,5681
"11100000001110	",0.614069,0.05735,6969
"11001000000111	",0.656534,0.084974,7376
"11011101000000	",0.497748,0.059052,7181
"10010100000111	",0.555068,0.093946,3665
"10111010010000	",0.547929,0.050489,5662
"10001110001100	",0.368551,0.063808,1954
"10100001001101	",0.678421,0.05145,5343
"10010100011001	",0.645837,0.084859,3724
"11011000000011	",0.561507,0.103022,7399
"10100111000100	",0.535162,0.071645,5035
"11110000010100	",0.485795,0.100844,6999
"11011000010010	",0.517395,0.107157,7480
"10101000000111	",0.633328,0.057826,5534
"11001100100010	",0.597487,0.073091,7495
"11000111000100	",0.436102,0.081972,6641
"10000110001101	",0.539161,0.067398,1068
"11000011000011	",0.561768,0.066261,7286
"10001010010101	",0.519466,0.077661,2043
"11000000011101	",0.564902,0.094415,7094
"10100101110000	",0.5106,0.045409,5310
"10100000110110	",0.530959,0.067025,5307
"11010010110000	",0.50396,0.091801,7193
"10011110000010	",0.65038,0.094964,3738
"10101110000001	",0.603887,0.0806,5612
"11011000001001	",0.637039,0.085799,7427
"10001011100001	",0.622778,0.083057,2046
"11001000101001	",0.601949,0.08074,7374
"10100101100001	",0.512662,0.068218,5682
"10011000011001	",0.587468,0.057998,3742
"10101010000011	",0.6586,0.091757,5640
"11001001000101	",0.69383,0.093918,7235
"10000011010011	",0.678546,0.067092,542
"10101000011010	",0.565257,0.071354,5675
"11000000110101	",0.648088,0.098929,7231
"10010000101101	",0.581041,0.067591,3558
"11011000000101	",0.731753,0.092435,7165
"11000010001110	",0.534587,0.075112,7083
"11000100001011	",0.614706,0.100786,7379
"11100010010001	",0.596898,0.097793,7164
