feedback coefficients,min-entropy,Lyapunov exponent,"number of 
different states"
"11101001000111	",0.579327,0.091502,7272
"11101011101000	",0.627854,0.088412,7331
"11001100110011	",0.637994,0.087497,7460
"11101001100101	",0.636535,0.090528,7183
"10101101001101	",0.542604,0.094505,5496
"11001011100011	",0.582904,0.09404,7423
"10011001010111	",0.634788,0.079953,3620
"11110100000111	",0.617011,0.078001,7387
"11010101010110	",0.564203,0.082367,7290
"11100101101100	",0.515553,0.052718,6865
"11000111101010	",0.565836,0.072283,7427
"11000101111010	",0.689039,0.059623,7425
"11110001101001	",0.612112,0.100428,7370
"11110101110000	",0.542064,0.068892,7263
"11000011101101	",0.615469,0.095862,7084
"11101011001001	",0.611976,0.098875,7367
"10001011101011	",0.571515,0.083513,2075
"11011100001101	",0.635321,0.087042,7215
"10110100101110	",0.546289,0.088986,5692
"10011001011101	",0.641707,0.091163,3575
"10100111101010	",0.526711,0.063278,5713
"11101001010011	",0.702601,0.093907,7333
"10110100110011	",0.665795,0.097789,5720
"11110110000110	",0.656164,0.068276,7407
"10111101001010	",0.734776,0.075375,5709
"11010110111000	",0.574079,0.053436,7289
"10001111110010	",0.536601,0.080028,2050
"10011100100111	",0.498851,0.061712,3666
"11010010011011	",0.622343,0.105831,7384
"11110001010101	",0.642656,0.095138,7121
"11100001110011	",0.510841,0.090658,7223
"10011011101010	",0.54278,0.087801,3674
"11011100010110	",0.53169,0.074264,7344
"11110001001110	",0.581577,0.093519,7299
"11100001101101	",0.538828,0.10237,6933
"10001101011110	",0.737003,0.079074,2044
"10011011001011	",0.615435,0.105985,3681
"10100011111001	",0.601466,0.08206,5609
"11111110000001	",0.541431,0.08357,7401
"11011001000111	",0.614891,0.074986,7292
"11100110110001	",0.605621,0.073482,7342
"11001110011010	",0.548752,0.085134,7397
"11001110101100	",0.417592,0.066427,6368
"10011101010101	",0.559213,0.076463,3624
"11000110011011	",0.575314,0.085028,7443
"11011110101000	",0.561242,0.091338,7379
"10001101001111	",0.640094,0.085133,2061
"10101110110010	",0.78147,0.107864,5684
"11100010001111	",0.56069,0.069927,7145
"10100011101110	",0.5652,0.092061,5381
"10011010110101	",0.60513,0.057713,3583
"10010110100111	",0.569994,0.080607,3632
"11101011001100	",0.399441,0.096396,6777
"11101100110001	",0.525672,0.087904,7381
"10011101000111	",0.628024,0.075594,3668
"11111000000111	",0.665795,0.064518,7372
"11111000100011	",0.543774,0.101568,7416
"11110101010100	",0.471023,0.107089,6918
"10110000011111	",0.564276,0.083689,5568
"10010111110010	",0.678546,0.057693,3678
"11111100010100	",0.431022,0.042643,6956
"11111001000101	",0.571621,0.095511,7255
"11001111001001	",0.597241,0.108859,7403
"11100101010101	",0.64034,0.077777,7155
"11100001101011	",0.683946,0.0879,7173
"10011100111001	",0.559553,0.081888,3748
"10110101011100	",0.402242,0.090797,5016
"11100110110010	",0.533538,0.084941,7396
"10001111100110	",0.543813,0.092113,2034
"10010101010111	",0.534054,0.09488,3639
"11101101010001	",0.554502,0.090542,7341
"10111001010110	",0.651341,0.092424,5656
"11111000001011	",0.676851,0.061474,7439
"10011101100110	",0.605347,0.098652,3640
"10111001100011	",0.667737,0.069565,5717
"10111010011010	",0.534857,0.077536,5738
"10100101111010	",0.558542,0.061718,5639
"11011101010100	",0.439436,0.091943,6770
"10111001101001	",0.517875,0.079174,5767
"11001110110100	",0.389566,0.066966,6594
"11111000001110	",0.58857,0.084331,7339
"10100111000111	",0.594523,0.080746,5514
"11110000110101	",0.650599,0.09981,7224
"10111010010011	",0.585938,0.064768,5736
"10101011011100	",0.397835,0.052572,4615
"10101011100011	",0.678705,0.100822,5668
"11011011010001	",0.651636,0.080779,7365
"10101100110101	",0.576551,0.079424,5559
"10101110101100	",0.404209,0.094625,4841
"11110010011100	",0.416302,0.098493,6710
"10010101001111	",0.594094,0.098115,3554
"11101001010101	",0.694504,0.086305,7161
"11111010000011	",0.58699,0.082535,7410
"10011010100111	",0.547096,0.090154,3671
"11000110101101	",0.633319,0.102971,7140
"11101000111001	",0.696703,0.110279,7348
"11011101000110	",0.535141,0.079957,7337
"11100101110001	",0.583754,0.067919,7357
"10010010111101	",0.566957,0.08242,3562
"11000111001110	",0.530681,0.069073,7183
"11101010011001	",0.629269,0.100869,7464
"11100110100011	",0.636516,0.062153,7396
"10100101111100	",0.423078,0.062168,4672
"10101111011000	",0.68757,0.082931,5478
"10110110101100	",0.414902,0.104591,5121
"11001001101011	",0.560139,0.097674,7414
"11100010110011	",0.560609,0.090062,7290
"11101100010101	",0.665405,0.116681,7246
"11000011111010	",0.531321,0.09887,7295
"10100101111001	",0.607457,0.087579,5744
"10001001111011	",0.526387,0.070024,2073
"11100001011011	",0.686512,0.092294,7188
"10111100101100	",0.42507,0.101818,5195
"11101111001000	",0.571237,0.090342,7239
"10110101110001	",0.655616,0.10983,5738
"10001110101101	",0.555352,0.094057,2053
"11000011110110	",0.544508,0.095866,7163
"11100010101101	",0.660709,0.092418,7078
"11011010010110	",0.554001,0.091118,7255
"10111101100001	",0.538919,0.081465,5725
"11010011010110	",0.583585,0.103981,7247
"11101000101011	",0.525746,0.066659,7373
"10110101101010	",0.688354,0.063638,5728
"10011011010011	",0.717945,0.105272,3701
"11110001011001	",0.575919,0.024031,7314
"10011101110001	",0.588914,0.088739,3692
"10000111010111	",0.631251,0.088539,1061
"11001000011111	",0.626057,0.099267,7374
"10010101111010	",0.579845,0.090531,3708
"10011100101110	",0.618225,0.078516,3639
"11001110101001	",0.577274,0.064502,7420
"10110011001110	",0.660968,0.085312,5612
"11110100011100	",0.371685,0.092084,6793
"10111001001011	",0.644614,0.084478,5709
"10011110011001	",0.587954,0.078956,3735
"10001111100101	",0.568904,0.062186,2050
"11010001111010	",0.590553,0.078537,7425
"11100101100101	",0.633975,0.095403,7165
"10101011101001	",0.666277,0.093873,5624
"10100011111010	",0.538405,0.072152,5621
"11111100000101	",0.530904,0.082388,7323
"10101001010111	",0.556859,0.114086,5608
"10011000011111	",0.608022,0.057639,3616
"11011001101100	",0.498504,0.070325,6620
"10111100000111	",0.691121,0.070719,5699
"11000110110110	",0.633926,0.062812,7240
"10110110010101	",0.491398,0.092889,5569
"10011110110010	",0.592891,0.055713,3728
"11110000011110	",0.66851,0.070668,7288
"11110110001001	",0.567164,0.074847,7443
"10011111100001	",0.575996,0.089113,3712
"10111011010010	",0.612544,0.097871,5687
"10111101001001	",0.538103,0.098515,5724
"10010011111001	",0.549611,0.105878,3733
"10011100111010	",0.723962,0.105202,3753
"10100110111100	",0.401177,0.061442,4683
"10011110110100	",0.471578,0.087724,3438
"10110100100111	",0.564968,0.102211,5714
"10101111101000	",0.624191,0.081617,5557
"11011001001011	",0.564033,0.086133,7368
"11010011100011	",0.727503,0.099956,7396
"11011111001000	",0.583217,0.07255,7268
"10111011000011	",0.546478,0.060333,5594
"11001101100110	",0.613366,0.070874,7284
"11010011010011	",0.609935,0.074217,7387
"10011110100011	",0.562358,0.064211,3731
"11000110011101	",0.496341,0.108127,7215
"10010011011101	",0.523977,0.111941,3557
"11000001111011	",0.579929,0.082436,7371
"11001011101100	",0.462519,0.075676,6321
"11100101110010	",0.581703,0.098051,7376
"10001111010110	",0.565811,0.08232,2041
"11111000010011	",0.503158,0.091671,7383
"10101011010101	",0.618492,0.080376,5463
"11111100101000	",0.560714,0.094512,7337
"10111110000101	",0.559595,0.06762,5564
"10101110100110	",0.491265,0.087122,5567
"11000011110011	",0.66851,0.087417,7364
"10011001101101	",0.589223,0.09289,3576
"11100011100011	",0.545106,0.086645,7279
"10001100111011	",0.564267,0.075473,2074
"10101011001011	",0.64871,0.095102,5641
"10101011101100	",0.438459,0.08043,4711
"11100100001111	",0.671791,0.079038,7311
"10101010111010	",0.682311,0.072445,5686
"10000111110110	",0.503191,0.048898,1043
"11100000110111	",0.569013,0.109767,7130
"11011011100001	",0.522118,0.092351,7381
"11110011000011	",0.586892,0.085063,7364
"11011011100100	",0.381984,0.086653,6576
"11111101000100	",0.435888,0.081548,7013
"11010011011010	",0.608299,0.088269,7390
"10011111100100	",0.401077,0.080897,3344
"10100010101111	",0.567327,0.075691,5487
"11011000011101	",0.665783,0.102389,7178
"11001010101011	",0.549989,0.07622,7373
"11001111001010	",0.583356,0.076045,7403
"11011010011100	",0.452063,0.087733,6611
"10101110100101	",0.758346,0.08855,5535
"10111101001100	",0.413809,0.080492,5135
"11000100110111	",0.648426,0.056711,7424
"10010011101110	",0.598822,0.069072,3599
"11101111010000	",0.543422,0.094828,7254
"11000101011011	",0.534261,0.100636,7395
"11111000101100	",0.405154,0.096441,6840
"11000011011110	",0.654346,0.106837,7120
"10001011110101	",0.633263,0.090822,2030
"10101111010010	",0.615617,0.068343,5638
"11010101001110	",0.600672,0.078988,7323
"10111001001110	",0.620101,0.071482,5620
"11101010101001	",0.590927,0.076395,7367
"10111010011001	",0.597608,0.077202,5757
"11101010101010	",0.643128,0.099011,7363
"10110101100011	",0.601326,0.093755,5742
"11100111011000	",0.592228,0.031505,7270
"11010111000011	",0.577721,0.083446,7378
"11010011011001	",0.558696,0.09944,7336
"10000111111010	",0.554536,0.064256,1047
"10010101101110	",0.59208,0.090292,3602
"10100011110011	",0.50945,0.049061,5675
"10101110101010	",0.589709,0.099885,5694
"11001100101011	",0.575457,0.08485,7389
"10110000101111	",0.559116,0.095803,5657
"10000010111111	",0.577954,0.081497,556
"10100100111101	",0.568511,0.096761,5478
"11001001001111	",0.529573,0.086585,7254
"11011001110001	",0.669493,0.088775,7433
"10010111011001	",0.660311,0.068319,3750
"11101101000101	",0.558875,0.106938,7237
"11011010100101	",0.554132,0.094697,7178
"10110001011101	",0.531922,0.065778,5457
"10111011011000	",0.540761,0.091401,5602
"10101001100111	",0.658333,0.093545,5600
"11010111110000	",0.542731,0.068643,7152
"11001110001110	",0.669958,0.074898,7301
"11101101001100	",0.399229,0.09277,6838
"11011101100010	",0.556661,0.108251,7413
"10001110111001	",0.558538,0.073822,2080
"11000110101110	",0.66851,0.097551,7170
"10101110101001	",0.694504,0.087946,5719
"11111010001100	",0.415396,0.069275,6802
"11011100110100	",0.427881,0.097735,6844
"10100111101001	",0.629164,0.081861,5643
"10010011101101	",0.56592,0.073202,3538
"10110000111101	",0.546391,0.097823,5446
"10101001110101	",0.599408,0.057687,5453
"10001100110111	",0.584518,0.096691,2054
"10001110111010	",0.524626,0.048951,2054
"10100100011111	",0.50275,0.104087,5532
"11110011100001	",0.514323,0.086816,7406
"10010100011111	",0.564056,0.077695,3590
"11100110100110	",0.559467,0.099304,7296
"10010110111100	",0.425469,0.077994,3198
"11011000110011	",0.518958,0.092625,7406
"11011101000011	",0.575464,0.084219,7333
"11111101000010	",0.655019,0.072937,7398
"11101000101101	",0.502775,0.09124,7177
"10011101101010	",0.545706,0.092646,3704
"10111101010001	",0.607298,0.050896,5695
"10011001101011	",0.542426,0.090461,3712
"11001110011100	",0.453742,0.093442,6222
"11001101101100	",0.409639,0.084967,6287
"10000111101011	",0.664238,0.06571,1061
"11110100010101	",0.61962,0.076844,7252
"11101101100001	",0.492456,0.077245,7370
"10011111000101	",0.472727,0.093669,3572
"11111100110000	",0.530729,0.075997,7346
"11100111010001	",0.702219,0.081021,7262
"11100101001110	",0.535553,0.062464,7199
"11010010110101	",0.543039,0.090644,7143
"10001001101111	",0.623577,0.069063,2046
"11001100001111	",0.5479,0.110631,7315
"10101010110101	",0.553621,0.086076,5496
"11100001110101	",0.578757,0.098614,7097
"10011010111001	",0.557595,0.064844,3794
"10110011001011	",0.564757,0.088729,5695
"11101101010100	",0.428006,0.098543,6898
"11110111000100	",0.586966,0.088868,7053
"11110000101101	",0.666754,0.096867,7172
"10110111101000	",0.621287,0.086731,5625
"10011001011011	",0.626672,0.080332,3729
"10010111010011	",0.553212,0.059846,3667
"11100110001011	",0.652081,0.089329,7377
"11000100111110	",0.541173,0.07579,7236
"11110001101010	",0.584635,0.095747,7306
"10110000110111	",0.57473,0.094779,5671
"10110110001011	",0.596006,0.090467,5734
"11010110011001	",0.633633,0.066827,7429
"10001010101111	",0.586528,0.04949,2047
"10001110011110	",0.687081,0.091331,2042
"11101001010110	",0.60196,0.077177,7235
"11101011000101	",0.533435,0.06155,7161
"11010011111000	",0.623713,0.105233,7354
"10110001110011	",0.655096,0.107687,5704
"10111011100001	",0.543842,0.051449,5711
"11011011010010	",0.602916,0.072804,7392
"10001111010101	",0.563815,0.069786,2033
"11101100001101	",0.549322,0.08336,7150
"10100100101111	",0.557425,0.102662,5592
"10011111011000	",0.53703,0.077804,3635
"10100011011101	",0.601081,0.091122,5394
"10110100101101	",0.579956,0.071308,5528
"11101101110000	",0.494541,0.107354,7203
"11001010011110	",0.538486,0.086881,7247
"10011011001110	",0.63132,0.100147,3592
"10111100001011	",0.572202,0.091652,5804
"11001000111110	",0.578046,0.03752,7262
"10100010111110	",0.573216,0.06662,5443
"10010110011110	",0.691884,0.100055,3601
"10101100111010	",0.535266,0.067461,5723
"11000101110110	",0.584226,0.076252,7300
"11001001110011	",0.538191,0.094986,7428
"11010111000101	",0.636375,0.087059,7234
"10111100011100	",0.412319,0.074314,5164
"11010001010111	",0.750792,0.076993,7350
"10101111001001	",0.672912,0.10055,5685
"11011001110010	",0.585477,0.077275,7399
"10011000111101	",0.614142,0.09847,3571
"11101100010011	",0.690173,0.090014,7456
"10111010111000	",0.610114,0.0626,5701
"11010000011111	",0.558778,0.081023,7309
"11100100011110	",0.6273,0.078834,7168
"10111100110100	",0.463438,0.073229,5278
"11000110001111	",0.544924,0.068295,7270
"11011110010100	",0.412429,0.072622,6726
"10010001111011	",0.596909,0.035397,3715
"10011001110110	",0.583294,0.065912,3628
"10000011101111	",0.67735,0.065734,560
"10111010101010	",0.703883,0.086354,5735
"10100011110110	",0.580084,0.079429,5480
"10110010111010	",0.650432,0.059262,5707
"10000111001111	",0.580377,0.075402,1075
"11010101100110	",0.7058,0.090783,7339
"10101111010001	",0.661233,0.071013,5644
"10011011001101	",0.620257,0.085145,3521
"11101010101100	",0.463772,0.068942,6811
"11010011110100	",0.469107,0.095979,6649
"11100001111010	",0.530229,0.085882,7211
"10100101011110	",0.639243,0.05092,5239
"11010101001011	",0.529025,0.075228,7395
"10010011111010	",0.581818,0.071101,3711
"10111111100000	",0.608149,0.097043,5665
"11011100101010	",0.596119,0.105321,7458
"11010001110101	",0.622934,0.088154,7113
"11010111100100	",0.417828,0.081576,6504
"11001101010110	",0.589057,0.085753,7240
"11111011100000	",0.759175,0.078205,7378
"10111110000011	",0.564252,0.081569,5737
"10010111001110	",0.55045,0.093425,3583
"11110001001101	",0.590369,0.087959,7120
"11000010111110	",0.604802,0.069725,7192
"10010001101111	",0.543151,0.075764,3615
"11001011001101	",0.592009,0.100315,7173
"11010101100101	",0.60484,0.08684,7227
"10000001111111	",0.601934,0.035824,301
"11001011110001	",0.66249,0.101645,7385
"11110000101011	",0.587399,0.063848,7368
"10110111110000	",0.525402,0.059511,5561
"10011010011110	",0.507247,0.096737,3648
"11001111100001	",0.634532,0.060398,7384
"10010110110011	",0.588023,0.073141,3688
"10010111101100	",0.419842,0.084212,3288
"11011110001010	",0.550283,0.087743,7438
"11010010011110	",0.555952,0.097284,7296
"11100111010010	",0.612362,0.078994,7345
"11100111001100	",0.408167,0.09319,6817
"10010100111110	",0.649706,0.093933,3566
"10100011011011	",0.645456,0.095584,5585
"10011011100101	",0.614676,0.052982,3567
"11010111010010	",0.588628,0.085848,7379
"11001100110110	",0.538152,0.099532,7371
"11011001011100	",0.408279,0.086337,6597
"10101000101111	",0.660964,0.085945,5605
"11000110111001	",0.657032,0.093708,7429
"11001111000110	",0.558397,0.071263,7287
"11001110000111	",0.536947,0.105609,7386
"11100001111001	",0.589864,0.102061,7197
"10111110110000	",0.543354,0.092537,5581
"11100101010110	",0.610364,0.076508,7290
"10101100011101	",0.529269,0.088985,5503
"10110101001110	",0.559912,0.098595,5628
"11101010100011	",0.604996,0.077267,7375
"10011100110110	",0.545765,0.057884,3627
"10010001011111	",0.672182,0.084608,3589
"10110011011010	",0.527835,0.075133,5717
"10101101110001	",0.737003,0.079979,5669
"10110110100101	",0.619699,0.109124,5524
"10011110100101	",0.634474,0.08287,3643
"11111100001100	",0.430249,0.113309,6898
"11010100101110	",0.575036,0.089963,7350
"10110111001001	",0.649497,0.065458,5701
"11001010101101	",0.628146,0.073942,7124
"10001011011011	",0.795315,0.101307,2054
"10111000101110	",0.608287,0.083957,5653
"11111001000110	",0.599039,0.081709,7281
"10111110001010	",0.493597,0.085802,5736
"10001111001011	",0.556295,0.082842,2092
"11100101101001	",0.569384,0.103037,7268
"11100011110010	",0.633038,0.080018,7179
"11110010110100	",0.451965,0.088898,6991
"11010100111001	",0.641405,0.054762,7410
"10110111011000	",0.581119,0.068789,5648
"11111010100010	",0.699448,0.088685,7438
"11110111000001	",0.693274,0.079351,7309
"11010011100110	",0.615028,0.097423,7263
"10101101100101	",0.582253,0.081448,5532
"11011100100101	",0.665491,0.06516,7227
"11111000001101	",0.608538,0.08833,7181
"10111110101000	",0.535859,0.075088,5679
"10101010011011	",0.593976,0.105486,5664
"11101001110010	",0.580441,0.098781,7396
"11100011101001	",0.629967,0.103002,7150
"11101011010100	",0.470617,0.070788,6946
"10001100011111	",0.645697,0.071122,2057
"11000110110011	",0.667052,0.076699,7446
"11111100011000	",0.645793,0.095372,7370
"10001111101100	",0.427539,0.046935,1957
"10111001111000	",0.617049,0.088058,5634
"11001001111100	",0.411652,0.093483,6129
"11101000110011	",0.571,0.083718,7312
"10110010011011	",0.521229,0.063778,5735
"10011010001111	",0.576187,0.080809,3615
"11101100101100	",0.448638,0.082537,6820
"10100111100110	",0.649224,0.077226,5495
"11101010111000	",0.616633,0.061138,7324
"10010101110011	",0.687267,0.060843,3694
"10101010111100	",0.441313,0.071769,4540
"10011010011011	",0.508748,0.092086,3775
"10010101101011	",0.545378,0.08618,3696
"11100100111010	",0.615644,0.064954,7350
"11000101101101	",0.607953,0.09998,7135
"11101111000010	",0.583069,0.081254,7320
"10101001101011	",0.616781,0.067999,5610
"10110110100110	",0.55102,0.086003,5686
"10001011010111	",0.543993,0.085503,2057
"11100011100101	",0.555611,0.078257,7083
"11011100011100	",0.429163,0.090828,6614
"11100111001001	",0.56669,0.067569,7259
"11011010011010	",0.519601,0.088407,7373
"11101100001110	",0.661175,0.106825,7277
"10001101110011	",0.561898,0.081972,2058
"11010110110100	",0.490629,0.078283,6722
"11100000011111	",0.553298,0.092256,7091
"11100010101110	",0.638382,0.07717,7170
"10110110000111	",0.524402,0.096709,5671
"11000111010101	",0.575208,0.090103,7145
"10101101110100	",0.432372,0.085972,4966
"10010100110111	",0.549391,0.048969,3655
"10111101010010	",0.607536,0.098973,5726
"11111001110000	",0.515439,0.087474,7326
"10011100001111	",0.568635,0.073643,3666
"11000111001101	",0.646577,0.074571,7200
"11001011011010	",0.572399,0.093907,7367
"11001001111010	",0.630232,0.099641,7367
"11011010101001	",0.578953,0.07607,7385
"10011111001001	",0.649087,0.07752,3714
"10000111111100	",0.465714,0.086675,1017
"10110001111010	",0.648763,0.102572,5724
"10111101010100	",0.413799,0.062365,5193
"10001011100111	",0.558445,0.05906,2045
"10101000111011	",0.526437,0.101281,5624
"10111011101000	",0.594243,0.098906,5713
"11110011100100	",0.407331,0.103405,6802
"10101111001100	",0.402607,0.098996,4760
"11001001111001	",0.590492,0.063855,7389
"11101011010010	",0.682844,0.088446,7356
"10111100001110	",0.577189,0.071481,5635
"11010011101010	",0.591892,0.091725,7423
"10101011100110	",0.658376,0.052007,5522
"11100110000111	",0.581348,0.069319,7224
"11011100000111	",0.531326,0.066025,7396
"11010011110001	",0.605278,0.070163,7389
"11010000101111	",0.601455,0.091521,7297
"10001111101001	",0.601517,0.060936,2080
"10110100111010	",0.602484,0.102574,5764
"10010111101010	",0.647065,0.067227,3665
"11010110100101	",0.72048,0.111911,7224
"11101010100110	",0.619899,0.090112,7304
"11101101000110	",0.757569,0.085167,7313
"10111111010000	",0.526819,0.099026,5584
"11110001100101	",0.632464,0.094966,7241
"10010110010111	",0.543218,0.080094,3641
"10010111100110	",0.508666,0.092312,3596
"10110101110010	",0.643973,0.099103,5718
"10100111011010	",0.657758,0.081937,5608
"10110011111000	",0.574275,0.069036,5607
"11111010000110	",0.499629,0.056119,7320
"10001101110101	",0.668286,0.076516,2026
"11101010110001	",0.607398,0.10084,7337
"10001101100111	",0.550582,0.088225,2050
"11001010100111	",0.664876,0.101227,7310
"11111000100110	",0.665789,0.061686,7350
"11001011000111	",0.5261,0.101357,7255
"11000011001111	",0.525253,0.107291,7241
"10000111110011	",0.723962,0.086796,1055
"10001101111100	",0.413323,0.088595,1924
"11110000100111	",0.630172,0.075463,7330
"10110111001010	",0.565633,0.095314,5721
"11001111100010	",0.680775,0.100604,7431
"10111110011000	",0.512784,0.095581,5661
"10001010111011	",0.696587,0.068207,2076
"11100010110110	",0.578706,0.094392,7190
"11101010011010	",0.608349,0.074354,7384
"11001101001101	",0.558977,0.05736,7152
"10101101101010	",0.746637,0.094615,5707
"11111010000101	",0.57288,0.086805,7318
"11101010000111	",0.637801,0.094072,7254
"11001101110100	",0.459812,0.081095,6601
"10001011011110	",0.578632,0.092107,2027
"10011100101011	",0.582109,0.066166,3756
"10101110010011	",0.561168,0.088603,5672
"10011110010011	",0.595101,0.072225,3739
"10011101100011	",0.621057,0.066016,3704
"11101100110100	",0.427536,0.077632,6947
"10110110101010	",0.540423,0.090855,5735
"11011110010010	",0.549013,0.084061,7407
"11100111100010	",0.653765,0.099279,7323
"10001110010111	",0.506721,0.087782,2050
"10101101001110	",0.636674,0.097322,5438
"11101100010110	",0.551032,0.116157,7376
"11001010011011	",0.575072,0.046463,7364
"11110010100011	",0.555106,0.064414,7394
"10101110100011	",0.616073,0.101804,5645
"11011110000101	",0.564196,0.112816,7265
"11101100001011	",0.636806,0.084298,7423
"11101111100000	",0.619183,0.086981,7396
"11100010010111	",0.678202,0.105248,7221
"11101110110000	",0.534812,0.072427,7231
"10001111101010	",0.664707,0.105851,2048
"11000011110101	",0.691464,0.105604,7217
"11010111001010	",0.541553,0.080888,7394
"11011000100111	",0.557578,0.03978,7358
"10111011100100	",0.41634,0.095289,5134
"11111000010101	",0.510186,0.103003,7323
"10100100110111	",0.545086,0.10351,5651
"11110010110001	",0.550918,0.071856,7400
"10100101110101	",0.608615,0.092461,5533
"10110100010111	",0.539096,0.088809,5770
"11000101010111	",0.534255,0.083824,7352
"10101101101100	",0.442033,0.08132,4875
"10010110101110	",0.659392,0.096848,3616
"10010011111100	",0.391199,0.063997,3162
"10001110110110	",0.667509,0.07223,2058
"10011011101100	",0.413512,0.054215,3415
"10011110101001	",0.566147,0.089865,3757
"10101010111001	",0.709047,0.079621,5643
"11110101100100	",0.451147,0.090435,6890
"11001011010101	",0.566446,0.092875,7225
"11000101011101	",0.669465,0.077262,7165
"10110100011011	",0.575846,0.100443,5718
"11000111101100	",0.473984,0.089761,6184
"10000111011011	",0.596355,0.082306,1081
"10001111001101	",0.706778,0.06682,2035
"11110001011010	",0.540001,0.085506,7307
"10111001001101	",0.707135,0.086567,5470
"10111100001101	",0.546379,0.109046,5543
"11000101100111	",0.563223,0.109451,7332
"10001100101111	",0.59623,0.076925,2068
"11011010101100	",0.436566,0.086649,6609
"11111010101000	",0.570721,0.07456,7343
"11100011001110	",0.660684,0.088162,7122
"11101010010110	",0.579745,0.064149,7317
"10011010101101	",0.600699,0.094898,3562
"11100011010011	",0.667516,0.084779,7235
"10101100101101	",0.601418,0.081865,5511
"10011110100110	",0.710368,0.06933,3630
"11111111000000	",0.461479,0.072834,7208
"10001001111101	",0.567821,0.077359,2044
"11010110101010	",0.656366,0.09085,7436
"10010111000111	",0.544179,0.085943,3633
"11100111000011	",0.597691,0.080772,7301
"11110000101110	",0.541062,0.073699,7313
"11101001011001	",0.601515,0.100154,7352
"11110100100011	",0.588321,0.08462,7429
"10011011110100	",0.468856,0.056966,3480
"11101010010011	",0.689044,0.111463,7330
"11010110001011	",0.681122,0.083488,7454
"10111000110011	",0.518944,0.078412,5761
"10100111001101	",0.709828,0.089097,5434
"11011100100110	",0.630467,0.095823,7369
"11110001100110	",0.601636,0.087404,7304
"11000010011111	",0.566921,0.113946,7226
"11101011100001	",0.56661,0.082381,7406
"10100001110111	",0.567937,0.072327,5506
"11001110100110	",0.672523,0.088499,7284
"10100101101110	",0.608004,0.065604,5354
"11011000110101	",0.591718,0.106907,7214
"11011010001011	",0.594471,0.089897,7388
"11010011110010	",0.558552,0.087413,7406
"10100110001111	",0.720728,0.063639,5558
"10110110010110	",0.59178,0.087486,5602
"10100110011110	",0.535938,0.08373,5354
"11011101100001	",0.57367,0.102217,7400
"11101110011000	",0.570925,0.088301,7302
"11010001011101	",0.605226,0.091884,7040
"11011101001010	",0.544375,0.073491,7433
"10011111110000	",0.57787,0.072875,3588
"10111101101000	",0.593397,0.093304,5654
"10011100011011	",0.57723,0.07565,3753
"10101101011010	",0.565743,0.046455,5631
"11111011000001	",0.570068,0.080287,7251
"10010100111101	",0.638209,0.09143,3557
"10011110101010	",0.631394,0.07553,3730
"10101100111001	",0.579915,0.085631,5735
"10001110001111	",0.549749,0.095138,2060
"10100010111011	",0.652074,0.081665,5583
"10001010111110	",0.645899,0.073548,2046
"11010111100001	",0.61553,0.08835,7406
"11010110110001	",0.619976,0.068454,7448
"10011111101000	",0.573404,0.084715,3663
"10110001010111	",0.640346,0.085035,5629
"11110110001100	",0.430501,0.098149,6836
"10101011010110	",0.55819,0.088189,5543
"10011011110010	",0.608791,0.06786,3696
"10111111001000	",0.656536,0.102003,5658
"10010010111110	",0.61711,0.110027,3598
"10111011001100	",0.437371,0.054174,5183
"11111101000001	",0.603046,0.074596,7334
"11110100101010	",0.55431,0.091706,7500
"10011110101100	",0.400194,0.037507,3371
"10111100100110	",0.554236,0.068048,5681
"10010111011010	",0.61555,0.07539,3693
"10011101001110	",0.547564,0.084905,3590
"11010110000111	",0.690997,0.042221,7364
"11100010111010	",0.785316,0.065916,7284
"10011100011110	",0.578274,0.055749,3662
"10001101111010	",0.629679,0.09167,2040
"10010011010111	",0.576102,0.082128,3591
"11011101000101	",0.557805,0.08258,7221
"10010111011100	",0.453443,0.073195,3287
"11010110110010	",0.610323,0.102236,7402
"11010010100111	",0.696339,0.068218,7355
"11110101100010	",0.531847,0.105918,7395
"10100111010011	",0.645858,0.073774,5628
"11001011011001	",0.526431,0.087753,7336
"11001111000101	",0.529893,0.091403,7202
"10111010110010	",0.672688,0.061425,5776
"11100011011100	",0.396503,0.08952,6732
"11000100111101	",0.658024,0.077586,7193
"10101110000111	",0.625848,0.093441,5612
"11101101001010	",0.59453,0.094705,7372
"10101011111000	",0.575906,0.103461,5461
"11010011011100	",0.405102,0.074946,6494
"11111010100100	",0.407961,0.082017,6868
"10101101100110	",0.547642,0.060251,5525
"10010101011011	",0.571708,0.082291,3701
"11011010110001	",0.605552,0.091312,7351
"11001100111001	",0.625489,0.091476,7376
"10011111010001	",0.623827,0.057138,3705
"10010010110111	",0.72048,0.084355,3659
"11011100110001	",0.716076,0.101599,7435
"11100001100111	",0.546419,0.093166,7116
"10101100101011	",0.652976,0.088311,5670
"11010011101100	",0.442211,0.102904,6571
"10110101001101	",0.529918,0.085547,5524
"11101011000011	",0.565664,0.090394,7333
"10101111000110	",0.61396,0.062798,5546
"11100001001111	",0.607509,0.018881,7085
"10100011101101	",0.524082,0.07141,5398
"10001000111111	",0.608854,0.076068,2050
"11111000110100	",0.531849,0.087524,6970
"11001011010011	",0.536951,0.101184,7288
"11100110100101	",0.572935,0.049842,7190
"11001010111010	",0.676185,0.078897,7382
"10100111101100	",0.434241,0.049921,4768
